batch_code,item_code,provincia,sector,fecha,proveedor,descripcion,categoria,monto,metodo_pago,notas_originales
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,SUMINISTRO RELLENO,Materiales,21000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,GRAVA (ECOCISA NO PUDO DESPACHAR),Materiales,7500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ARENA (ECOCISA NO PUDO DESPACHAR),Materiales,15000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ARENA,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,GRAVA,Materiales,17110.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ACARREO,Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,CEMENTO,Materiales,182000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ARENA,Materiales,56640.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,GRAVA,Materiales,34220.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ACARREO,Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ARENA,Materiales,56640.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,GRAVA,Materiales,34220.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,ACARREO,Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,CEMENTO,Materiales,182000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Botes,Servicios,48000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Botes,Servicios,48000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Botes,Servicios,48000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Cemento,Materiales,239000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento,Materiales,239000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento orden no.01,Materiales,239000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,17700.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Suministro de tanques para agua,Herramientas,5000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: HERRAMIENTAS
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Avance CACU,Mano de obra,100000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro de tanques para agua,Herramientas,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: HERRAMIENTAS
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Avance CACU,Mano de obra,100000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,17700.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro de tanques para agua,Herramientas,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: HERRAMIENTAS
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Avance CACU,Mano de obra,100000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Topografia,Mano de obra,58000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Caja chica (Compra garrafon y juego de llave) Jhonny,Caja Chica,2000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Topografia,Mano de obra,58000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica (Compra garrafon y juego de llave) Jhonny,Caja Chica,2000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Topografia,Mano de obra,58000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica (Compra garrafon y juego de llave) Jhonny,Caja Chica,2000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Botes,Servicios,48000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Relleno (Ruben),Materiales,38000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Botes,Servicios,48000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Relleno (Ruben),Materiales,38000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Botes,Servicios,48000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Relleno (Ruben),Materiales,38000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Arena lavada gruesa,Materiales,1416.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Suministro Hormigon 180kg/cm2 (INGCOESG),Materiales,157500.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Suministro Hormigon 180kg/cm2 (MORA LEON),Materiales,255500.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-5,Puerto Plata,Puerto Plata Gualete,,,Cemento,Materiales,478.0,CASH,Sector: Puerto Plata Gualete | Item: 5 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,1416.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro Hormigon 180kg/cm2 (INGCOESG),Materiales,157500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro Hormigon 180kg/cm2 (MORA LEON),Materiales,255500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento,Materiales,478.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,17700.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro Hormigon 180kg/cm2 (INGCOESG),Materiales,157500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro Hormigon 180kg/cm2 (MORA LEON),Materiales,255500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento orden no.02,Materiales,239000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Nomina 15/10/2025,Mano de obra,557359.45,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Impresion letreros,Servicios,6500.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: LOGISTICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro Hormigon 180kg/cm2 (INGCOESG),Materiales,100800.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Botes,Servicios,9000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Traslado,Servicios,14000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Relleno (Ruben),Materiales,7600.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,56640.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,35400.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro piedras,Servicios,15000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Traslado,Servicios,2800.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,28320.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,17700.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,5000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento orden no.03,Materiales,239000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro de material de relleno,Materiales,20748.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Suministro piedras,Servicios,30000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Nomina 31/10/2025,Mano de obra,664258.6,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,56640.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,35400.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Transporte Arena lavada gruesa,Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Transporte Grava 1/2"" @ 3/4""",Servicios,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arreglo Camion Viamar,Servicios,49907.84,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: SERVICIO
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Caja chica,Caja Chica,10000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: CAJA CHICA
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Cemento orden no.04,Materiales,239000.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,Arena lavada gruesa,Materiales,56640.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
MOPC-CCC-LPN-2021-0036,ITEM-12,Santiago,Santiago La Altagracia,,,"Grava 1/2"" @ 3/4""",Materiales,35400.0,CASH,Sector: Santiago La Altagracia | Item: 12 | Tipo original: MATERIALES
